名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
中共一大纪念馆,上海,上海,上海,021,53832171;53830723,新天地/马当路,兴业路1号,景点,纪念馆,121.475227,31.220169
中共二大会址纪念馆,上海,上海,上海,021,51311515,淮海路,老成都北路7弄30号（近延安中路）,景点,纪念馆,121.46669,31.224243
九子公园,上海,上海,上海,021,,上海火车站/客运汽车总站,成都北路1018号,景点,城市公园,121.463974,31.24048
上海市工艺美术博物馆,上海,上海,上海,021,64314074;64372509,音乐学院/五官科医院,汾阳路79号,景点,博物馆,121.454498,31.210089
上海方塔园,上海,上海,上海,021,57832621,松江镇,中山东路235号（近方塔南路）,景点,园林,121.246628,31.0047
大华行知公园,上海,上海,上海,021,66788353,大华地区,真华路1105号,景点,城市公园,121.410225,31.277706
上海金茂大厦88层观光厅,上海,上海,上海,021,50475101;50475001,陆家嘴,陆家嘴街道世纪大道88号金茂大厦88楼（近二号线陆家嘴站）,景点,高空观景,121.505775,31.235249
普陀公园,上海,上海,上海,021,52909276,中山北路/甘泉地区,光复西路255号（镇坪路地铁站2号口步行310米）,景点,城市公园,121.427689,31.244762
中国国际旅行社,上海,上海,上海,021,62898899,南京西路,北京西路1277号（近西康路）,景点,旅行社,121.451317,31.228767
顶盛美术馆,上海,上海,上海,021,,瑞金宾馆区,瑞金二路235号（打浦桥地铁站4号口步行150米）,景点,美术馆,121.467041,31.207556
海尚帆友俱乐部,上海,上海,上海,021,64750889,青浦区,绿湖路301弄66号上海水上运动中心内,景点,帆船,121.007288,31.108741
上海基督教景灵堂,上海,上海,上海,021,63243021,海宁路/七浦路,昆山路135号（近乍浦路）,景点,宗教,121.487976,31.249321
海湾旅游区渔人码头,上海,上海,上海,021,57120888,海湾旅游区,海湾路218号（近海湾路）,景点,城市观光,121.5205,30.813641
莘城中央公园,上海,上海,上海,021,54152600,莘庄,闵城路180号(近珠城路),景点,城市公园,121.386742,31.105082
美兰湖景区,上海,上海,上海,021,56591208,美兰湖,年吉路358弄4号,景点,自然风光,121.356216,31.400393
